Product Name,Website / Pricing,Brand name,Wyz Categories,G2 Category,G2 SubCategory,Utilisation Type,Plan Type ,Resource ,Top 5 Use Case of the Application,RFQ,,,,More Details from Customer,,,
Gong,https://www.gong.io/,Gong,SCS- Sales & Marketing,Sales Acceleration Software,Conversation Intelligence Software,,,https://www.gong.io/pricing,"Conversation Analytics: Analyze sales calls and meetings to gain insights into customer interactions and behavior.

Performance Coaching: Identify coaching opportunities and provide feedback to improve sales team performance.

Deal Intelligence: Track deal progress and identify risks or opportunities with AI-powered insights.

Automated Note-Taking: Automatically capture and transcribe sales calls for accurate record-keeping.

Integration: Integrate with CRM systems, communication tools, and other apps for seamless workflows.",,,,,,,,
LinkedIn Sales Navigator,https://business.linkedin.com/sales-solutions/compare-plans-b?adobe_mc_sdid=SDID%3D72E6D5239261A82C-23D8ED4530030DC5%7CMCORGID%3D14215E3D5995C57C0A495C55%40AdobeOrg%7CTS%3D1720674501&adobe_mc_ref=https%3A%2F%2Fwww.google.com%2F,LinkedIn ,SCS- Sales & Marketing,Sales Intelligence Software,,Per Seat,Core,https://business.linkedin.com/sales-solutions/compare-plans-b?adobe_mc_sdid=SDID%3D72E6D5239261A82C-23D8ED4530030DC5%7CMCORGID%3D14215E3D5995C57C0A495C55%40AdobeOrg%7CTS%3D1720674501&adobe_mc_ref=https%3A%2F%2Fwww.google.com%2Fpricing,"Lead Generation: Identify and connect with potential leads using advanced search filters and recommendations.

Account Insights: Gain insights into target accounts with detailed company profiles and activity updates.

CRM Integration: Sync data with CRM systems to ensure accurate and up-to-date records.

Sales Alerts: Receive alerts on key changes and activities within target accounts and leads.

Team Collaboration: Collaborate with team members on lead generation and account management efforts.",,,,,,,,
LinkedIn Sales Navigator,https://business.linkedin.com/sales-solutions/compare-plans-b?adobe_mc_sdid=SDID%3D72E6D5239261A82C-23D8ED4530030DC5%7CMCORGID%3D14215E3D5995C57C0A495C55%40AdobeOrg%7CTS%3D1720674501&adobe_mc_ref=https%3A%2F%2Fwww.google.com%2F,LinkedIn ,SCS- Sales & Marketing,Sales Intelligence Software,,Per Seat,Advanced,,,,,,,,,,
LinkedIn Sales Navigator,https://business.linkedin.com/sales-solutions/compare-plans-b?adobe_mc_sdid=SDID%3D72E6D5239261A82C-23D8ED4530030DC5%7CMCORGID%3D14215E3D5995C57C0A495C55%40AdobeOrg%7CTS%3D1720674501&adobe_mc_ref=https%3A%2F%2Fwww.google.com%2F,LinkedIn ,SCS- Sales & Marketing,Sales Intelligence Software,,Per Seat,Advanced Plus,,,,,,,,,,
Clearbit,https://clearbit.com/,Clearbit,SCS- Sales & Marketing,Sales Intelligence Software,,,,https://clearbit.com/pricing,"Data Enrichment: Enhance customer data with accurate and up-to-date information, including email addresses and phone numbers.

Lead Generation: Identify and qualify potential leads using advanced search filters and data analytics.

CRM Integration: Sync enriched data with CRM systems for accurate and comprehensive customer profiles.

Real-Time API: Access real-time data and insights to support sales, marketing, and customer support efforts.

Account-Based Marketing: Segment and target accounts with personalized marketing campaigns based on enriched data.
",,,,,,,,
Marketo,https://business.adobe.com/products/marketo/sales-connect.html,Adobe,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Growth,https://business.adobe.com/products/marketo/sales-connect.htmlpricing,"Email Marketing: Create and send personalized email campaigns with advanced segmentation and automation.

Lead Nurturing: Automate lead nurturing workflows to engage prospects and move them through the sales funnel.

Marketing Automation: Streamline marketing processes with automated workflows, triggers, and campaign management.

Analytics and Reporting: Generate detailed reports on campaign performance, lead behavior, and ROI.

Integration: Integrate with CRM systems, sales tools, and other marketing platforms for seamless workflows.",,,,,,,,
Marketo,https://business.adobe.com/products/marketo/sales-connect.html,Adobe,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Select,,,,,,,,,,
Marketo,https://business.adobe.com/products/marketo/sales-connect.html,Adobe,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Prime,,,,,,,,,,
Marketo,https://business.adobe.com/products/marketo/sales-connect.html,Adobe,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Ultimate,,,,,,,,,,
ActiveCampaign,https://www.activecampaign.com/,ActiveCampaign,SCS- Sales & Marketing,Marketing Automation Software,,Usage Based,Starter,https://www.activecampaign.com/pricing,"Email Marketing: Create and send personalized email campaigns with advanced segmentation and automation.

Marketing Automation: Automate marketing workflows, including lead nurturing, follow-ups, and campaign management.

CRM Integration: Sync data with CRM systems to ensure accurate and up-to-date customer profiles.

Sales Automation: Automate sales tasks, such as follow-ups, task assignments, and approvals, to improve efficiency.

Analytics and Reporting: Generate detailed reports on campaign performance, lead behavior, and ROI.",,,,,,,,
ActiveCampaign,https://www.activecampaign.com/,ActiveCampaign,SCS- Sales & Marketing,Marketing Automation Software,,Usage Based,Plus,,,,,,,,,,
ActiveCampaign,https://www.activecampaign.com/,ActiveCampaign,SCS- Sales & Marketing,Marketing Automation Software,,Usage Based,Pro,,,,,,,,,,
ActiveCampaign,https://www.activecampaign.com/,ActiveCampaign,SCS- Sales & Marketing,Marketing Automation Software,,Usage Based,Enterprise,,,,,,,,,,
CleverTap,https://clevertap.com/,CleverTap,SCS- Sales & Marketing,Mobile Marketing Software,,Usage Based,Essentials,https://clevertap.com/pricing,"Customer Segmentation: Segment customers based on behavior, demographics, and engagement to target campaigns.

Omnichannel Engagement: Engage customers across multiple channels, including email, push notifications, and in-app messaging.

Marketing Automation: Automate marketing workflows, including lead nurturing, follow-ups, and campaign management.

Real-Time Analytics: Monitor real-time data and generate insights on customer behavior and campaign performance.

Retention Strategies: Implement and track retention strategies to improve customer loyalty and lifetime value.",,,,,,,,
CleverTap,https://clevertap.com/,CleverTap,SCS- Sales & Marketing,Mobile Marketing Software,,Usage Based,Advanced ,,,,,,,,,,
CleverTap,https://clevertap.com/,CleverTap,SCS- Sales & Marketing,Mobile Marketing Software,,Usage Based,Cutting Edge,,,,,,,,,,
Contently,https://contently.com/,Contently,SCS- Sales & Marketing,Content Marketing Software,Content Creation Software,,,https://contently.com/pricing/,"Content Creation: Plan, create, and manage high-quality content with integrated workflow and collaboration tools.

Content Distribution: Distribute content across various channels, including websites, social media, and email.

Content Strategy: Develop and execute content strategies based on audience insights and market trends.

Analytics and Reporting: Measure content performance and ROI with detailed analytics and reporting.

Freelancer Management: Manage and collaborate with freelance writers, editors, and designers through a centralized platform.",,,,,,,,
CoSchedule,https://coschedule.com/,CoSchedule,SCS- Sales & Marketing,Other Product Suites Software,,Per Seat,Free Calendar,https://coschedule.com/pricing,"Marketing Calendar: Plan, schedule, and manage marketing campaigns with a centralized calendar.

Content Marketing: Create, organize, and distribute content across various channels with integrated workflows.

Social Media Management: Schedule and publish social media posts with automated workflows and analytics.

Team Collaboration: Enhance team collaboration with shared calendars, task assignments, and real-time updates.

Analytics and Reporting: Generate detailed reports on campaign performance, content engagement, and ROI.",,,,,,,,
CoSchedule,https://coschedule.com/,CoSchedule,SCS- Sales & Marketing,Other Product Suites Software,,Per Seat,Social Calendar,,,,,,,,,,
CoSchedule,https://coschedule.com/,CoSchedule,SCS- Sales & Marketing,Other Product Suites Software,,Per Seat,Agency Calendar,,,,,,,,,,
CoSchedule,https://coschedule.com/,CoSchedule,SCS- Sales & Marketing,Other Product Suites Software,,Per Seat,Content Calendar,,,,,,,,,,
CoSchedule,https://coschedule.com/,CoSchedule,SCS- Sales & Marketing,Other Product Suites Software,,Per Seat,Marketing Suite,,,,,,,,,,
BuzzSumo,https://buzzsumo.com/,Cision,SCS- Sales & Marketing,Social Media Marketing Software,Social Media Analytics Software,Per Seat,Content Creation,https://buzzsumo.com/pricing/,"Content Discovery: Discover trending content and topics across various platforms to inform content strategy.

Competitor Analysis: Analyze competitors’ content performance, engagement metrics, and strategies.

Influencer Identification: Identify and connect with influencers in your industry for collaboration and outreach.

Content Research: Conduct in-depth research on content performance, audience behavior, and market trends.

Alerts and Notifications: Receive alerts on new content, mentions, and industry updates to stay informed.",,,,,,,,
BuzzSumo,https://buzzsumo.com/,Cision,SCS- Sales & Marketing,Social Media Marketing Software,Social Media Analytics Software,Per Seat,"PR & Comms
",,,,,,,,,,
BuzzSumo,https://buzzsumo.com/,Cision,SCS- Sales & Marketing,Social Media Marketing Software,Social Media Analytics Software,Per Seat,Suite,,,,,,,,,,
BuzzSumo,https://buzzsumo.com/,Cision,SCS- Sales & Marketing,Social Media Marketing Software,Social Media Analytics Software,Per Seat,Enterprise,,,,,,,,,,
Ahrefs,https://ahrefs.com/,Ahrefs,SCS- Sales & Marketing,SEO Tools,,Hybrid,Lite,https://ahrefs.com/pricing,"SEO Analysis: Analyze website performance, backlinks, and keyword rankings to improve SEO strategies.

Keyword Research: Discover and analyze keywords for content optimization and PPC campaigns.

Competitor Analysis: Monitor competitors’ SEO performance, backlinks, and content strategies.

Content Research: Identify high-performing content and topics to inform content creation and marketing efforts.

Site Audits: Conduct site audits to identify and fix technical SEO issues and improve site performance.",,,,,,,,
Ahrefs,https://ahrefs.com/,Ahrefs,SCS- Sales & Marketing,SEO Tools,,Hybrid,Standard,,,,,,,,,,
Ahrefs,https://ahrefs.com/,Ahrefs,SCS- Sales & Marketing,SEO Tools,,Hybrid,Advanced,,,,,,,,,,
Ahrefs,https://ahrefs.com/,Ahrefs,SCS- Sales & Marketing,SEO Tools,,Hybrid,Enterprise,,,,,,,,,,
Gainsight,https://www.gainsight.com/,Gainsight,SCS- Customer Service,Customer Success Software,,Per Seat,Essentials,https://www.gainsight.com/pricing/,"Customer Success Management: Manage and track customer success activities, including onboarding, support, and renewals.

Health Scoring: Monitor customer health scores with data-driven metrics and insights.

Renewal Management: Track and manage renewals, upsells, and churn risk with automated workflows.

Customer Feedback: Collect and analyze customer feedback to improve satisfaction and retention.

Reporting and Analytics: Generate detailed reports on customer success metrics, health scores, and engagement.",,,,,,,,
Gainsight,https://www.gainsight.com/,Gainsight,SCS- Customer Service,Customer Success Software,,Per Seat,Enterprise,,,,,,,,,,
Totango,https://www.totango.com/,Totango,SCS- Customer Service,Customer Success Software,,Hybrid,Starter,https://www.totango.com/packages?,"Customer Success Management: Track and manage customer success activities, including onboarding, support, and renewals.

Health Scoring: Monitor customer health scores with data-driven metrics and insights.

Renewal Management: Manage renewals, upsells, and churn risk with automated workflows and alerts.

Customer Feedback: Collect and analyze customer feedback to improve satisfaction and retention.

Reporting and Analytics: Generate detailed reports on customer success metrics, health scores, and engagement.",,,,,,,,
Totango,https://www.totango.com/,Totango,SCS- Customer Service,Customer Success Software,,Hybrid,Enterprise,,,,,,,,,,
Totango,https://www.totango.com/,Totango,SCS- Customer Service,Customer Success Software,,Hybrid,Premier,,,,,,,,,,
ChurnZero,https://churnzero.com/?nab=0,ChurnZero,SCS- Customer Service,Customer Success Software,,,,,"Customer Success Management: Manage and track customer success activities, including onboarding, support, and renewals.

Health Scoring: Monitor customer health scores with real-time data and predictive analytics.

Churn Prediction: Identify and mitigate churn risk with data-driven insights and proactive interventions.

Customer Engagement: Engage customers with personalized communication, surveys, and feedback collection.

Reporting and Analytics: Generate detailed reports on customer success metrics, health scores, and engagement.",,,,,,,,
Yellow.ai,https://yellow.ai/,Yellow.ai,SCS- Customer Service,Conversational Intelligence Software,Bot Platforms Software,Usage Based,Free,https://yellow.ai/pricing/,"Conversational AI: Deploy AI-powered chatbots and virtual assistants for customer support and engagement.

Omnichannel Engagement: Engage customers across multiple channels, including web, mobile, social media, and messaging apps.

Automated Workflows: Automate customer interactions, workflows, and processes to improve efficiency.

Natural Language Processing: Leverage NLP to understand and respond to customer queries accurately.

Analytics and Reporting: Monitor chatbot performance and customer interactions with detailed analytics and reporting.",,,,,,,,
Yellow.ai,https://yellow.ai/,Yellow.ai,SCS- Customer Service,Conversational Intelligence Software,Bot Platforms Software,Usage Based,Enterprise,,,,,,,,,,
BambooHR,https://www.bamboohr.com/g2/,BambooHR,SCS- Customer Service,HRMS & HCM Software,,Per Seat,"Core",https://www.bamboohr.com/pricing/,"HR Management: Manage employee records, profiles, and documents in a centralized system.

Recruitment: Streamline recruitment processes with applicant tracking, job postings, and interview scheduling.

Onboarding: Automate employee onboarding with customizable workflows and checklists.

Performance Management: Conduct performance reviews, set goals, and track employee performance.

Payroll Integration: Integrate with payroll systems for seamless payroll processing and management.",,,,,,,,
BambooHR,https://www.bamboohr.com/g2/,BambooHR,DW- HRMS,HRMS & HCM Software,,Per Seat,"Pro",,,,,,,,,,
Gusto,https://gusto.com/,Gusto,DW- HRMS,Payroll Software,,Per Seat,Simple,https://gusto.com/product/pricing,"Payroll Management: Automate payroll processing, tax calculations, and compliance management.

Benefits Administration: Manage employee benefits, including health insurance, retirement plans, and more.

HR Management: Track employee records, profiles, and documents in a centralized system.

Onboarding: Simplify employee onboarding with customizable workflows and document management.

Time Tracking: Track employee attendance, hours worked, and time off requests.",,,,,,,,
Gusto,https://gusto.com/,Gusto,DW- HRMS,Payroll Software,,Per Seat,Plus,,,,,,,,,,
Gusto,https://gusto.com/,Gusto,DW- HRMS,Payroll Software,,Per Seat,Premium,,,,,,,,,,
Freshservice ,https://www.freshworks.com/freshservice/,Freshworks,DPDT,IT Service Management Tools,,Per Seat,Starter,https://www.freshworks.com/freshservice/pricing/,"IT Service Management: Manage IT service requests, incidents, and problems with a comprehensive ticketing system.

Asset Management: Track and manage IT assets, including hardware, software, and licenses.

Change Management: Plan, approve, and implement changes to IT infrastructure with change management workflows.

Automation: Automate repetitive tasks and workflows to improve efficiency and reduce manual effort.

Reporting and Analytics: Generate detailed reports on service performance, asset utilization, and incident trends.",,,,,,,,
Freshservice ,https://www.freshworks.com/freshservice/,Freshworks,DPDT,IT Service Management Tools,,Per Seat,Growth,,,,,,,,,,
Freshservice ,https://www.freshworks.com/freshservice/,Freshworks,DPDT,IT Service Management Tools,,Per Seat,"Pro",,,,,,,,,,
Freshservice ,https://www.freshworks.com/freshservice/,Freshworks,DPDT,IT Service Management Tools,,Per Seat,Enterprise,,,,,,,,,,
Robin ,https://robinpowered.com/,Robin ,DW,Space Management Software,,,,,"Workspace Management: Manage office spaces, meeting rooms, and desk reservations with a centralized platform.

Employee Sign-In: Track employee attendance and manage workplace access with touchless sign-in options.

Room Scheduling: Enable employees to book meeting rooms and resources through an integrated booking system.

Workplace Analytics: Analyze workspace utilization and occupancy trends to optimize office layout and resource allocation.

Integration: Integrate with calendar systems, communication tools, and other apps for seamless workflows.",,,,,,,,
Anaplan,https://www.anaplan.com/,Anaplan,DW,Accounting & Finance Software,Corporate Performance Management (CPM) Software,Per Seat,Basic,https://www.anaplan.com/pricing/,"Financial Planning: Conduct financial planning, budgeting, and forecasting with integrated models and scenarios.

Sales Planning: Manage sales performance, quotas, and territory planning with real-time data and analytics.

Operational Planning: Optimize operational planning across supply chain, workforce, and other business functions.

Collaboration: Enhance team collaboration with shared models, data, and real-time updates.

Analytics and Reporting: Generate detailed reports and dashboards for informed decision-making and performance tracking.",,,,,,,,
Anaplan,https://www.anaplan.com/,Anaplan,DW,Accounting & Finance Software,Corporate Performance Management (CPM) Software,Per Seat,Professional,,,,,,,,,,
Anaplan,https://www.anaplan.com/,Anaplan,,Accounting & Finance Software,Corporate Performance Management (CPM) Software,Per Seat,Enterprise,,,,,,,,,,
Planful,https://planful.com/,Planful,DW,Accounting & Finance Software,Financial Close Software,,,,"Financial Planning: Conduct financial planning, budgeting, and forecasting with integrated models and scenarios.

Performance Management: Monitor and analyze financial performance with real-time data and dashboards.

Scenario Planning: Create and analyze multiple scenarios to assess the impact of business decisions.

Collaboration: Enhance team collaboration with shared models, data, and real-time updates.

Reporting and Analytics: Generate detailed reports and dashboards for informed decision-making and performance tracking.",,,,,,,,
NetSuite,https://www.netsuite.com/portal/in/home.shtml,Oracle,DPDT,ERP Systems,,,,,"ERP: Manage financials, inventory, order management, and business operations with an integrated ERP system.

CRM: Track customer interactions, sales, and support activities with a comprehensive CRM module.

E-commerce: Manage online sales and customer experience with integrated e-commerce solutions.

HR Management: Track employee records, profiles, and performance with integrated HR tools.

Financial Reporting: Generate detailed financial reports, including profit and loss, balance sheets, and cash flow statements.",,,,,,,,
ContractWorks,https://www.contractworks.com/,Onit,SCS- CLM,Contract Management Software,,Per Seat,Standard,https://www.contractworks.com/contract-management-software-pricing,"Contract Management: Store, manage, and organize contracts with centralized document management.

Electronic Signatures: Obtain legally binding electronic signatures for contracts and agreements.

Workflow Automation: Automate contract workflows, including approvals, notifications, and renewals.

Reporting and Analytics: Generate detailed reports on contract status, renewals, and compliance.

Integration: Integrate with CRM systems, productivity tools, and other apps for seamless contract management.",,,,,,,,
ContractWorks,https://www.contractworks.com/,Onit,SCS- CLM,Contract Management Software,,Per Seat,Professional,,,,,,,,,,
ContractWorks,https://www.contractworks.com/,Onit,SCS- CLM,Contract Management Software,,Per Seat,Premium,,,,,,,,,,
Ironclad,https://ironcladapp.com/,Ironclad,SCS- CLM,Contract Lifecycle Management (CLM) Software,,,,https://ironcladapp.com/lp/pricing/,"Contract Lifecycle Management: Manage the entire contract lifecycle from creation to renewal with automated workflows.

Collaboration: Enhance team collaboration with shared contract workspaces, comments, and version control.

Document Automation: Automate contract generation with templates, clause libraries, and conditional logic.

Compliance: Ensure compliance with industry standards and regulations with audit trails and reporting.

Integration: Integrate with CRM systems, productivity tools, and other apps for seamless contract management.",,,,,,,,
Crossbeam,https://www.crossbeam.com/,Crossbeam,SCS- CLM,Partnerships Management,Partner Ecosystem Platforms Software,Per Seat,Explorer,https://www.crossbeam.com/pricing/,"Partner Ecosystem: Manage and track partner relationships, including onboarding, training, and performance.

Data Sharing: Share data securely with partners to identify mutual opportunities and collaboration areas.

Account Mapping: Map and visualize overlapping accounts and opportunities with partners.

Collaboration: Enhance collaboration with partners through shared insights and real-time updates.

Integration: Integrate with CRM systems, sales tools, and other apps for a unified partner ecosystem.",,,,,,,,
Crossbeam,https://www.crossbeam.com/,Crossbeam,SCS- CLM,Partnerships Management,Partner Ecosystem Platforms Software,Per Seat,Connector,,,,,,,,,,
Crossbeam,https://www.crossbeam.com/,Crossbeam,SCS- CLM,Partnerships Management,Partner Ecosystem Platforms Software,Per Seat,Supernode,,,,,,,,,,
Impact,https://impact.com/,Impact,SCS- CLM,Partnerships Management,Partner Relationship Management (PRM) Software,,,,"Partnership Management: Manage and track partnerships, including onboarding, training, and performance.

Affiliate Marketing: Automate and optimize affiliate marketing programs with tracking, reporting, and payouts.

Performance Marketing: Monitor and analyze the performance of marketing campaigns and partnerships.

Compliance: Ensure compliance with industry standards and regulations for partnership and marketing activities.

Integration: Integrate with CRM systems, marketing tools, and other apps for seamless partnership management.",,,,,,,,
IdeaScale,https://ideascale.com/,IdeaScale,DW,Idea Management Software,,,,https://ideascale.com/pricing/,"Idea Generation: Collect and organize ideas from employees, customers, and stakeholders for innovation.

Crowdsourcing: Engage a community in crowdsourcing ideas and solutions to business challenges.

Idea Evaluation: Evaluate and prioritize ideas based on criteria such as impact, feasibility, and cost.

Collaboration: Enhance collaboration on idea development with comments, voting, and real-time updates.

Reporting and Analytics: Generate detailed reports on idea submissions, evaluation results, and implementation progress.",,,,,,,,
 Brightidea,https://www.brightidea.com/, Brightidea,DW,Idea Management Software,,,,,"Idea Management: Collect, organize, and evaluate ideas from employees, customers, and stakeholders.

Innovation Programs: Manage and track innovation programs, including challenges, hackathons, and incubators.

Collaboration: Enhance collaboration on idea development with comments, voting, and real-time updates.

Workflow Automation: Automate workflows for idea evaluation, approval, and implementation.

Reporting and Analytics: Generate detailed reports on idea submissions, evaluation results, and innovation program performance.",,,,,,,,
SurveyMonkey,https://www.surveymonkey.com/,SurveyMonkey,SCS- CLM,Survey Software,,Per Seat,Team Advantage ,https://www.surveymonkey.com/pricing/?ut_source=homepage&ut_source3=desktop-standalone-link,"Survey Creation: Design and distribute surveys, quizzes, and feedback forms with customizable templates.

Data Collection: Collect and organize responses in real-time with automatic aggregation and analysis.

Customer Feedback: Gather customer feedback and insights to inform product and service improvements.

Market Research: Conduct market research and gather data on consumer preferences, trends, and behaviors.

Reporting and Analytics: Generate detailed reports and analytics on survey responses and feedback.",,,,,,,,
SurveyMonkey,https://www.surveymonkey.com/,SurveyMonkey,SCS- CLM,Survey Software,,Per Seat,Team Premier,,,,,,,,,,
SurveyMonkey,https://www.surveymonkey.com/,SurveyMonkey,SCS- CLM,Survey Software,,Per Seat,Team Enterprise ,,,,,,,,,,
SurveySparrow,https://surveysparrow.com/,SurveySparrow,SCS- CLM,Survey Software,,Usage Based,Individuals,https://surveysparrow.com/pricing-get-quote/,"Survey Creation: Design and distribute surveys, quizzes, and feedback forms with customizable templates.

Conversational Surveys: Engage respondents with conversational surveys for higher response rates and engagement.

Customer Feedback: Gather customer feedback and insights to inform product and service improvements.

Employee Feedback: Collect employee feedback and conduct pulse surveys to improve workplace satisfaction.

Reporting and Analytics: Generate detailed reports and analytics on survey responses and feedback.",,,,,,,,
SurveySparrow,https://surveysparrow.com/,SurveySparrow,SCS- CLM,Survey Software,,Usage Based,Teams,,,,,,,,,,
"
Salesforce Sales Cloud",https://www.salesforce.com/in/sales/cloud/,Salesforce,SCS- Sales and Marketing,CRM Software,,Per Seat,Enterprise,https://www.salesforce.com/in/sales/pricing/,"Lead Management: Capture, track, and nurture leads through the sales pipeline with automated workflows.

Opportunity Management: Manage and track sales opportunities with customizable stages and reporting.

Sales Forecasting: Generate accurate sales forecasts with real-time data and predictive analytics.

Collaboration: Enhance team collaboration with shared records, tasks, and real-time updates.

Integration: Integrate with other Salesforce products and third-party apps for a unified sales ecosystem.",,,,,,,,
"
Salesforce Sales Cloud",https://www.salesforce.com/in/sales/cloud/,Salesforce,SCS- Sales and Marketing,CRM Software,,Per Seat,Unlimited,,,,,,,,,,
"
Salesforce Sales Cloud",https://www.salesforce.com/in/sales/cloud/,Salesforce,SCS- Sales and Marketing,CRM Software,,Per Seat,Einstein 1 Sales,,,,,,,,,,
Mixpanel,https://mixpanel.com/,Mixpanel,SCS- Sales and Marketing,Conversion Rate Optimization Tools,Product Analytics Software,Usage Based,FREE,https://mixpanel.com/pricing,"Product Analytics: Track and analyze user interactions with your product to gain insights into behavior and usage.

Segmentation: Segment users based on behavior, demographics, and engagement for targeted analysis.

Retention Analysis: Monitor and analyze user retention to identify factors driving engagement and churn.

A/B Testing: Conduct A/B tests to evaluate the impact of changes and optimize product features.

Reporting and Dashboards: Create custom reports and dashboards for detailed insights and performance tracking.",,,,,,,,
Mixpanel,https://mixpanel.com/,Mixpanel,SCS- Sales and Marketing,Conversion Rate Optimization Tools,Product Analytics Software,Usage Based,GROWTH,,,,,,,,,,
Mixpanel,https://mixpanel.com/,Mixpanel,SCS- Sales and Marketing,Conversion Rate Optimization Tools,Product Analytics Software,Usage Based,ENTERPRISE,,,,,,,,,,
Gupshup,https://www.gupshup.io/,Gupshup,DW- Productivity,Conversational Intelligence Software,Bot Platforms Software,,,,"Conversational AI: Deploy AI-powered chatbots and virtual assistants for customer support and engagement.

Omnichannel Messaging: Engage customers across multiple channels, including web, mobile, social media, and messaging apps.

Workflow Automation: Automate customer interactions, workflows, and processes to improve efficiency.

Natural Language Processing: Leverage NLP to understand and respond to customer queries accurately.

Analytics and Reporting: Monitor chatbot performance and customer interactions with detailed analytics and reporting.",,,,,,,,
DiscoverOrg,https://discoverorg.com/,DiscoverOrg,SCS- Sales and Marketing,,,,,https://discoverorg.com/pricing/,"Lead Generation: Identify and qualify potential leads with accurate and up-to-date contact information.

Account Insights: Gain insights into target accounts with detailed company profiles and activity updates.

Data Enrichment: Enhance customer data with accurate and up-to-date information, including email addresses and phone numbers.

Sales Intelligence: Monitor and analyze sales opportunities, trends, and competitive intelligence.

Integration: Integrate with CRM systems, marketing tools, and other apps for a unified sales ecosystem.",,,,,,,,
Pardot,https://www.salesforce.com/in/marketing/b2b-automation/,Salesforce,SCS- Sales and Marketing,Marketing Automation Software,Salesforce Marketing Cloud Account Engagement,Usage Based,Growth,https://www.salesforce.com/in/marketing/b2b-automation/,"Lead Generation: Capture and nurture leads with automated workflows and personalized campaigns.

Email Marketing: Create and send personalized email campaigns with advanced segmentation and automation.

Lead Scoring: Score leads based on engagement and behavior to prioritize sales efforts.

Analytics and Reporting: Generate detailed reports on campaign performance, lead behavior, and ROI.

Integration: Integrate with Salesforce and other CRM systems for seamless lead management.",,,,,,,,
Pardot,https://www.salesforce.com/in/marketing/b2b-automation/,Salesforce,SCS- Sales and Marketing,Marketing Automation Software,Salesforce Marketing Cloud Account Engagement,Usage Based,Plus,,,,,,,,,,
Pardot,https://www.salesforce.com/in/marketing/b2b-automation/,Salesforce,SCS- Sales and Marketing,Marketing Automation Software,Salesforce Marketing Cloud Account Engagement,Usage Based,Advanced,,,,,,,,,,
Pardot,https://www.salesforce.com/in/marketing/b2b-automation/,Salesforce,SCS- Sales and Marketing,Marketing Automation Software,Salesforce Marketing Cloud Account Engagement,Usage Based,Premium,,,,,,,,,,
Percolate,https://percolate.com/,Seismic,SCS- Sales and Marketing,Content Marketing Software,Content Experience Platforms,,,,"Content Management: Plan, create, and manage content with integrated workflow and collaboration tools.

Campaign Planning: Plan and execute marketing campaigns with a centralized calendar and task management.

Content Distribution: Distribute content across various channels, including websites, social media, and email.

Analytics and Reporting: Generate detailed reports on campaign performance, content engagement, and ROI.

Collaboration: Enhance team collaboration with shared calendars, task assignments, and real-time updates.",,,,,,,,
Skyword,https://www.skyword.com/,Skyword,SCS- Sales and Marketing,Content Marketing Software,Content Creation Software,,,,"Content Creation: Plan, create, and manage high-quality content with integrated workflow and collaboration tools.

Content Distribution: Distribute content across various channels, including websites, social media, and email.

Content Strategy: Develop and execute content strategies based on audience insights and market trends.

Analytics and Reporting: Measure content performance and ROI with detailed analytics and reporting.

Freelancer Management: Manage and collaborate with freelance writers, editors, and designers through a centralized platform.",,,,,,,,
SAP SuccessFactors,https://www.sap.com/india/products/hcm.html,Salesforce,DW- HRMS,HRMS & HCM Software,,,,https://www.sap.com/india/products/hcm/recruiting-software/pricing.html,"HR Management: Manage employee records, profiles, and documents in a centralized system.

Recruitment: Streamline recruitment processes with applicant tracking, job postings, and interview scheduling.

Performance Management: Conduct performance reviews, set goals, and track employee performance.

Learning and Development: Manage employee training and development programs with customizable workflows.

Payroll Integration: Integrate with payroll systems for seamless payroll processing and management.",,,,,,,,
Sage Intacct,https://www.sage.com/en-us/sage-business-cloud/intacct/,Sage,DPDT- Cloud,Accounting & Finance Software,Accounting Software,,,,"Financial Management: Manage financials, including general ledger, accounts payable, and accounts receivable.

Budgeting and Planning: Conduct budgeting and financial planning with integrated models and scenarios.

Reporting and Dashboards: Generate detailed financial reports and dashboards for performance tracking.

Expense Management: Track and manage employee expenses with automated workflows and approval processes.

Integration: Integrate with CRM systems, ERP solutions, and other apps for a unified financial ecosystem.",,,,,,,,
ContractPodAi,https://contractpodai.com/,ContractPodAi,SCS- CLM,Contract Lifecycle Management (CLM) Software,,,,,"Contract Lifecycle Management: Manage the entire contract lifecycle from creation to renewal with automated workflows.

Collaboration: Enhance team collaboration with shared contract workspaces, comments, and version control.

Document Automation: Automate contract generation with templates, clause libraries, and conditional logic.

Compliance: Ensure compliance with industry standards and regulations with audit trails and reporting.

Integration: Integrate with CRM systems, productivity tools, and other apps for seamless contract management.",,,,,,,,
